Outlet,St. type,Street,Number,Postal code,Latitude,Longitude,Municipality,Situation,Date
RTE ASIATIC,CL,SELVA DE MAR,19,08019,41.40725,2.21115,BARCELONA,Abierto con normalidad,2021-04-29
BAR NEW YORK,CR,GARCILASO,165,08027,41.42337,2.18184,BARCELONA,Abierto con normalidad,2021-04-27
NOEL SUPERMERCADO,CR,VILLARROEL,111,08011,41.38540,2.15654,BARCELONA,Abierto con normalidad,2021-04-28
AMORINO GELATO AL NATURAL,CR,GRAN VIA DE LES CORTS CATALANES,373,08015,41.37587,2.14992,BARCELONA,Abierto con normalidad,2021-04-26
BAR LEONES,AV,PARAL.LEL,56,08001,41.37495,2.17070,BARCELONA,Abierto con normalidad,2021-04-28
DINOS ARENA,CR,GRAN VIA DE LES CORTS CATALANES,373,08015,41.37587,2.14992,BARCELONA,Abierto con normalidad,2021-04-19
EL CANALLA,CR,MAJOR DE SARRIA,95,08017,41.39956,2.12177,BARCELONA,Abierto con normalidad,2021-04-29
FORN LA FARINETA,RDA,GENERAL MITRE,17,08017,41.39347,2.13178,BARCELONA,Abierto con normalidad,2021-04-29
SUPERMERCAT MONICA,CR,SANTA MONICA,11,08001,41.37775,2.17584,BARCELONA,Abierto con normalidad,2021-04-27
TABERNA NOROESTE,CL,RADAS,67,08004,41.37223,2.16042,BARCELONA,Cierre definitivo por Covid,2020-08-31
BAR LAS 4 ESTACIONES,CR,RIBES,37,08013,41.39565,2.18203,BARCELONA,Abierto con normalidad,2021-04-21
CAFETERIA BON SABOR,CR,VELIA,41,08016,41.42990,2.18081,BARCELONA,Abierto con normalidad,2021-04-26
TU DULCE UN MOMENTO,CL,CANTABRIA,46,08020,41.42115,2.19958,BARCELONA,Abierto con normalidad,2021-04-27
PIZZERIA DON VITO,CR,"L'EQUADOR",25,08029,41.38514,2.14097,BARCELONA,Abierto con normalidad,2021-04-27
LA PANADERIA,CR,ARIBAU,280,08006,41.39785,2.14736,BARCELONA,Abierto exclusivamente para take away/delivery,2021-04-26
RTE NATSU,CR,CORSEGA,197,08036,41.39029,2.15105,BARCELONA,Abierto con normalidad,2021-04-27
BAR N.S.R.,CR,CONCILI DE TRENTO,85,08020,41.41415,2.19593,BARCELONA,Abierto con normalidad,2021-04-26
HAVANNA,CR,PELAI,39,08001,41.38560,2.16885,BARCELONA,Cerrado temporalmente por COVID,2021-04-12
VINS I CAVAS LA CATEDRAL,PZ,RAMON BERENGUER EL GRAN,1,08002,41.38427,2.17796,BARCELONA,Cierre definitivo por Covid,2020-12-02
SEFA ALIMENTACION,CR,RAMON ALBO,38,08027,41.42532,2.17732,BARCELONA,Abierto con normalidad,2021-04-22
AUTO-SUPER ALIMENTACION,RB,POBLENOU,11,08005,41.39829,2.20486,BARCELONA,Abierto con normalidad,2021-04-28
BAR XURRERIA,CR,DOCTOR PI I MOLIST,6,08016,41.43069,2.17465,BARCELONA,Abierto con normalidad,2021-04-27
MARISCO,PZ,REIAL,8,08002,41.38046,2.17525,BARCELONA,Abierto con normalidad,2021-03-15
HAVANNA,AV,DIAGONAL,3,08019,41.41057,2.21629,BARCELONA,Abierto con normalidad,2021-04-28
IL GOLOSONI,CR,PARLAMENT,34,08015,41.37665,2.16281,BARCELONA,Cierre definitivo por Covid,2021-02-23
SUPERMERCADO ATLANTIDA,CR,"L'ATLANTIDA",43,08003,41.37998,2.18975,BARCELONA,Cierre definitivo por Covid,Sin survey
4UATRE,RB,POBLENOU,63,08005,41.40099,2.20128,BARCELONA,Cerrado temporalmente por COVID,2021-03-03
SUPERMERCAT MAQUINISTA,CR,LA MAQUINISTA,7,08003,41.38060,2.18807,BARCELONA,Abierto con normalidad,2021-04-26
VE DE BARUM,CR,SANT QUINTI,102,08041,41.41539,2.17559,BARCELONA,Abierto con normalidad,2021-04-23
BAR ROSA,CR,LLOBREGOS,147,08032,41.42415,2.15583,BARCELONA,Abierto con normalidad,2021-04-14
CACHITOS,RB,CATALUNYA,33,08007,41.38956,2.16536,BARCELONA,Abierto con normalidad,2021-04-23
AUTO ALIMENTACIO FELIP,CR,FELIP II,55,08027,41.41910,2.18869,BARCELONA,Abierto con normalidad,2021-04-29
SAKURA-YA,AV,DIAGONAL,557,08029,41.38999,2.13482,BARCELONA,Cerrado temporalmente por COVID,2021-04-23
HELADERIA NEVA,CR,TALLERS,49,08001,41.38486,2.16779,BARCELONA,Cerrado estacional,2020-10-20
MIRYM 2,PS,GRACIA,19,08007,41.38999,2.16730,BARCELONA,Cierre definitivo por Covid,2021-01-11
CENTRO CLIMBAT LA FOIXARDA,CAM,FOIXARDA,14,08038,41.36658,2.14865,BARCELONA,Abierto con normalidad,2021-04-28
PAPA ITALIA,PZ,MERCAT,15,08018,41.40732,2.18892,BARCELONA,Cierre definitivo por Covid,2021-02-03
FRUITES I VERDURES,CR,CASTILLEJOS,225,08013,41.40399,2.18162,BARCELONA,Abierto con normalidad,2021-04-22
SEVEN DAYS,CR,MALLORCA,373,08013,41.40167,2.17287,BARCELONA,Abierto con normalidad,2021-04-29
MAA TETUAN,PZ,TETUAN,8,08010,41.39431,2.17527,BARCELONA,Abierto con normalidad,2021-04-28
LA CATRINA,CR,PROVIDENCIA,88,08024,41.40808,2.15934,BARCELONA,Abierto con normalidad,2021-04-21
LA HACIENDA,CL,REC,69,08003,41.38458,2.18353,BARCELONA,Cerrado temporalmente por COVID,2021-04-23
BAR GUST MEDITERRANI,CR,SANT RAFAEL,8,08001,41.37957,2.17031,BARCELONA,Abierto con normalidad,2021-04-29
RTE. LA VENTA,PZ,DOCTOR ANDREU,S/N,08035,41.41611,2.13166,BARCELONA,Abierto con normalidad,2021-04-30
MAUR MUNTANER,CR,MUNTANER,121,08036,41.38980,2.15529,BARCELONA,NS/NC,2021-04-26
MAUR FLORIDABLANCA,CR,FLORIDABLANCA,119,08011,41.38074,2.16148,BARCELONA,Abierto con normalidad,2021-04-29
MAUR URGELL,CR,"COMTE D'URGELL",9,08011,41.37993,2.16157,BARCELONA,Abierto con normalidad,2021-04-26
SUPER ALIMENTACION ARAGON,CR,ARAGO,284,08007,41.39272,2.16563,BARCELONA,Abierto con normalidad,2021-04-29
SHANGHAI,CR,BISBE SIVILLA,48,08022,41.40379,2.13396,BARCELONA,Abierto con normalidad,2021-04-29
MING RESTAURANT JAPONES,CR,PALOMAR,4,08030,41.44203,2.18868,BARCELONA,Abierto con normalidad,2021-04-29
BAR T.3,PTG,POSOLTEGA,17,08030,41.43813,2.19636,BARCELONA,Abierto con normalidad,2021-04-29
MINISUPER,CR,VALLESPIR,28,08014,41.37893,2.13742,BARCELONA,Abierto con normalidad,2021-04-29
THE SHOPPING,CL,LLENGUADOC,84,08030,41.43060,2.18620,BARCELONA,Abierto con normalidad,2021-04-23
TARBUSH BAR,CR,"TORRENT DE L'OLLA",26,08012,41.39915,2.16060,BARCELONA,Abierto con normalidad,2021-04-27
REST. SUAMU,CL,EUROPA,23,08028,41.38721,2.13022,BARCELONA,Cierre definitivo por Covid,2021-04-20
PICA I BEU DE SANTS,CR,JOAN GUELL,44,08028,41.37831,2.13359,BARCELONA,Abierto con normalidad,2021-04-12
SANTA GULA,PZ,NARCIS OLLER,3,08006,41.39718,2.15541,BARCELONA,Abierto con normalidad,2021-04-26
TOSCA,CR,SANT PERE MES ALT,8,08003,41.38743,2.17559,BARCELONA,Cerrado temporalmente por COVID,2021-04-16
"FRUTA,VERDURA Y ALIMENTACION.",CL,CLOT,216,08027,41.41464,2.19079,BARCELONA,Abierto con normalidad,2021-04-23
NOU PATXOCA,CL,MERCADERS,28,08003,41.38550,2.17764,BARCELONA,Abierto con normalidad,2021-04-29
FOC I OLI,CR,ARIBAU,91,08036,41.39006,2.15712,BARCELONA,Abierto con normalidad,2021-04-29
BAR RTE BON GUST,CR,PUJADES,155,08005,41.40038,2.19897,BARCELONA,Abierto con normalidad,2021-04-26
"KIOSKO L'ALTRE",CL,ENRIC GRANADOS,139,08008,41.39398,2.15423,BARCELONA,Abierto con normalidad,2021-04-28
BUN SUPERMERCAT,CR,BALMES,370,08022,41.40455,2.14055,BARCELONA,Abierto con normalidad,2021-04-28
SUPER ALIMENTACIO,CR,"COMTE D'URGELL",158,08036,41.38626,2.15312,BARCELONA,Abierto con normalidad,2021-04-28
BAR ESPAI,CL,TORROELLA DE MONTGRI,25,08027,41.42826,2.18628,BARCELONA,Abierto con normalidad,2020-08-21
TACO BELL MAQUINISTA,CL,POTOSI,2,08030,41.44286,2.20019,BARCELONA,Abierto con normalidad,2021-04-27
TAPES JARDI,CL,MARINA,59,08005,41.39169,2.19105,BARCELONA,Abierto con normalidad,2021-04-22
MAX MARA SEDE,CL,VICO,20,08021,41.39954,2.13607,BARCELONA,Abierto con normalidad,2021-04-23
DONDE SIEMPRE BCN,AV,DIAGONAL,229,08013,41.40231,2.18303,BARCELONA,Abierto con normalidad,2021-04-29
MAX MARA RINALDI,PS,GRACIA,23,08007,41.39052,2.16665,BARCELONA,Abierto con normalidad,2021-04-23
SEKIYA,CL,CORSEGA,365,08037,41.39873,2.16223,BARCELONA,Abierto con normalidad,2021-03-31
MILO RESTAURANTE,CL,BALMES,127,08008,41.43101,2.20831,BARCELONA,Abierto con normalidad,2021-04-29
LALOLI,AV,MARE DE DEU DE MONTSERRAT,186,08041,41.41995,2.17296,BARCELONA,Abierto con normalidad,2021-04-21
BOMBO MARACANA BAR,PZ,MOSSEN CLAPES,23,08030,41.44150,2.18765,BARCELONA,Abierto con normalidad,2021-04-28
GIULIETTA CAFE,PZ,TETUAN,4,08010,41.39439,2.17596,BARCELONA,Abierto con normalidad,2021-04-28
SUPER EXPRESS 2,CL,PROVENÇA,152,08036,41.38782,2.15222,BARCELONA,Abierto con normalidad,2021-04-28
TABERNA GALLEGA,CR,ARAGO,67,08015,41.38101,2.15004,BARCELONA,Abierto con normalidad,2021-04-29
BAR RTE. YING BING LOU,PS,SANT JOAN,34,08010,41.39333,2.17773,BARCELONA,Abierto con normalidad,2021-04-30
FORN ALMIRALL AIXADA,CR,"L'ALMIRALL AIXADA",11,08003,41.37735,2.18972,BARCELONA,Abierto con normalidad,2021-04-26
FORN MAQUINISTA,CL,LA MAQUINISTA,21,08003,41.38088,2.18928,BARCELONA,Abierto con normalidad,2021-04-26
ALIMENTACION ZAMORA,CR,ZAMORA,71,08018,41.39503,2.19108,BARCELONA,Abierto con normalidad,2021-04-27
PASTISSERIA MONTSERRAT,CR,TRAVESSERA DE GRACIA,172,08012,41.40143,2.15794,BARCELONA,Abierto con normalidad,2021-04-08
SENYOR VERMUT,CR,PROVENÇA,85,08029,41.38581,2.14961,BARCELONA,Cierre definitivo por Covid,2021-02-02
MARGHERITA LOUNGE,CR,ROSSELLO,253,08008,41.39503,2.15960,BARCELONA,Abierto con normalidad,2021-04-29
TALLERS 78,CR,TALLERS,78,08001,41.38516,2.16479,BARCELONA,Cierre definitivo por Covid,2020-10-29
HIDDEN BOQUERIA,CL,AVINYO,44,08002,41.38047,2.17850,BARCELONA,Abierto con normalidad,2020-11-16
FRUTERIA 5 ESTRELLAS,CL,MARE DE DEU DELS ANGELS,48,08035,41.42189,2.14836,BARCELONA,Cierre definitivo por Covid,Sin survey
MON DOLÇ,CL,SANT QUINTI,116,08041,41.41580,2.17499,BARCELONA,Abierto con normalidad,2021-04-29
BAR RTE CLUB NATACIO SANT ANDREU,PS,FABRA I PUIG,47,08030,41.43005,2.18643,BARCELONA,Abierto con normalidad,2021-04-27
METRIC MARKET,AV,DIAGONAL,505,08029,41.39171,2.14159,BARCELONA,Abierto con normalidad,2021-04-27
PETRA,CR,SOMBRERERS,13,08003,41.38396,2.18179,BARCELONA,Abierto con normalidad,2021-04-22
BAR BODEGA QUIMET,CR,VIC,23,08006,41.39919,2.15475,BARCELONA,Abierto con normalidad,2021-04-27
BLING BLING,CR,TUSET,10,08006,41.39553,2.15253,BARCELONA,Cerrado temporalmente por COVID,2021-02-22
CAN LUIS,CR,PORTAL NOU,18,08003,41.38862,2.18072,BARCELONA,Cierre definitivo por Covid,2021-03-19
PRIETO EMPANADAS,CL,FORMENTERA,58,08016,41.44503,2.18514,BARCELONA,Cierre definitivo por Covid,2020-06-15
PANCHITO,PS,POTOSI,2,08030,41.44264,2.19836,BARCELONA,Cierre definitivo por Covid,Sin survey
CASA JORDI,CR,SINAI,16,08035,41.42498,2.13774,BARCELONA,Cerrado temporalmente por COVID,2021-04-12
CAF. KARLEK (GALER.HOSPIT. DEL MAR),PS,MARITIM BARCELONETA,25,08003,41.38334,2.19479,BARCELONA,Abierto con normalidad,2021-04-27
SUPERMERCAT SGDA. FAMILIA SARDENYA,CL,SARDENYA,338,08025,41.40417,2.17230,BARCELONA,Abierto con normalidad,2021-04-28
RR 24H.,AV,MERIDIANA,93,08026,41.40644,2.18673,BARCELONA,Abierto con normalidad,2021-03-16
XURRERIA SANT ANDREU,CR,GRAN DE SANT ANDREU,241,08030,41.43494,2.18963,BARCELONA,Abierto con normalidad,2021-04-27
NOU RACO 169,CR,CASANOVA,169,08036,41.39189,2.15022,BARCELONA,Abierto exclusivamente para take away/delivery,2021-04-20
REPUBLIC CAFE,RB,POBLENOU,22,08005,41.39877,2.20445,BARCELONA,Abierto con normalidad,2021-04-21
RACONET,CR,ENRIC CASANOVAS,76,08016,41.44129,2.18001,BARCELONA,Abierto con normalidad,2021-04-22
PLATITOS/,CL,COMTAL,11,08002,41.38646,2.17319,BARCELONA,Cierre definitivo por Covid,2020-08-03
LA GARRIGA,CR,MALLORCA,272,08037,41.39521,2.16439,BARCELONA,Abierto con normalidad,2021-04-26
TERAPIA DE BAR,CL,HORTA,4,08031,41.43056,2.16282,BARCELONA,Cierre definitivo por Covid,Sin survey
BAR AUSTRALIA,CR,COMTE BORRELL,161,08015,41.38325,2.15484,BARCELONA,Abierto con normalidad,2021-04-27
SENSESPINA,CR,PARIS,209,08008,41.39444,2.15428,BARCELONA,Abierto con normalidad,2021-04-27
BAR OLIMPICO,CR,JOSEP MIRET,4,08020,41.42115,2.20049,BARCELONA,Cierre definitivo por Covid,2021-02-09
TANTARANTANA,CR,TANTARANTANA,24,08003,41.38671,2.18154,BARCELONA,Abierto con normalidad,2021-03-24
BAR OLIMPO,CR,MALLORCA,494,08013,41.40674,2.17974,BARCELONA,Abierto con normalidad,2021-04-27
BAR CHIC,AV,DIAGONAL,82,08019,41.40902,2.20911,BARCELONA,Abierto con normalidad,2021-04-29
RESTAURANTE CARLITOS,CR,CALVET,50,08021,41.39532,2.14276,BARCELONA,Abierto con normalidad,2021-04-29
ITALIAN VINTAGE BAR,CR,VALENCIA,2,08015,41.37904,2.14517,BARCELONA,Cerrado temporalmente por COVID,2020-06-15
BAR STOP,CR,MANIGUA,5,08027,41.42275,2.17933,BARCELONA,Abierto con normalidad,2021-04-27
BAR TIME,AV,JOSEP TARRADELLAS,50,08029,41.38453,2.14275,BARCELONA,Abierto con normalidad,2021-04-29
BAR WONDERLAND,CL,INDUSTRIA,171,08025,41.41049,2.17566,BARCELONA,Abierto con normalidad,2021-03-31
ESPRESSO LES CORTS,CR,CORTS,18,08028,41.38541,2.12866,BARCELONA,Abierto con normalidad,2021-03-17
ROSTISSERIA PIO PIO,CR,CORTS,18,08028,41.38541,2.12866,BARCELONA,Abierto con normalidad,2021-04-20
EL ROCOTO,CL,OLZINELLES,13,08014,41.37400,2.13638,BARCELONA,Cerrado estacional,2021-04-22
EL RINCÓN DE LA ABUELA VENEZOLAMA,CL,MALLORCA,470,08013,41.40590,2.17861,BARCELONA,Abierto con normalidad,2021-04-26
CAF COLEGIO JESUS Y MARIA,CL,JESUS I MARIA,25,08022,41.40978,2.13284,BARCELONA,Cierre definitivo por Covid,2021-04-21
ALIMENTACIO ALICIA,CR,SANT PAU,14,08001,41.38040,2.17300,BARCELONA,Cerrado temporalmente por COVID,2021-04-27
DOMO RESTAURANTE,CR,PROVENÇALS,19,08019,41.40641,2.21001,BARCELONA,Abierto con normalidad,2021-04-29
BAR RTE EL MEU POBLE,AV,LA RIERA DE CASSOLES,29,08012,41.40361,2.15001,BARCELONA,Abierto exclusivamente para take away/delivery,2021-04-27
HOTEL ALMA,CR,MALLORCA,269,08008,41.39442,2.16334,BARCELONA,Abierto con normalidad,2021-04-26
HTL CATALONIA SQUARE,RDA,SANT PERE,9,08010,41.38845,2.17136,BARCELONA,Abierto con normalidad,2021-04-29
SENTORE,AV,DIAGONAL,423,08036,41.39476,2.15299,BARCELONA,Abierto con normalidad,2021-04-28
BAR EMIGRANTE,RB,PRIM,47,08019,41.41377,2.21574,BARCELONA,Abierto con normalidad,2021-04-28
ELS ROSSOS,CR,CANTABRIA,75,08020,41.42391,2.19900,BARCELONA,Abierto con normalidad,2021-04-27
SUPERMERCAT 49,CR,VILADOMAT,49,08015,41.37733,2.16050,BARCELONA,Abierto con normalidad,2021-04-28
CATALUNYA SUPERMERCAT,CR,"L'ESCULTOR ORDOÑEZ",12,08016,41.43255,2.17417,BARCELONA,Abierto con normalidad,2021-04-26
ALIMENTACION VERDI,CR,VERDI,274,08024,41.41131,2.14975,BARCELONA,Abierto con normalidad,2021-03-19
K2,CR,LLULL,310,08019,41.40627,2.20911,BARCELONA,Abierto con normalidad,2021-04-29
PIKEOS,CR,VELIA,77,08016,41.43174,2.18086,BARCELONA,Abierto con normalidad,2020-09-07
SUPER COX 2,CL,PAU CLARIS,103,08009,41.39135,2.16892,BARCELONA,Abierto con normalidad,2021-04-28
RUIXIAN SUSHI,CL,SARDENYA,112,08018,41.39371,2.18617,BARCELONA,Cierre definitivo por Covid,2021-02-09
CAN MELO RESTAURANT,CR,CORSEGA,250,08008,41.39356,2.15540,BARCELONA,Abierto con normalidad,2021-04-28
LES MUNS,CL,FERLANDINA,37,08001,41.38225,2.16592,BARCELONA,Abierto con normalidad,2021-02-19
TAPA TAPA,VIA,LAIETANA,23,08003,41.38383,2.17891,BARCELONA,Abierto con normalidad,2020-12-11
LA ROYALE,PZ,CAMP,5,08022,41.40340,2.13611,BARCELONA,Abierto con normalidad,2021-04-28
AL-OPEN-DOOR-MARKET,CL,LA RAMBLA,102,08002,41.38240,2.17233,BARCELONA,Abierto con normalidad,2021-04-26
SUPER AWANI,CR,SANT ANTONI ABAT,47,08001,41.37904,2.16436,BARCELONA,Abierto con normalidad,2021-02-12
SUPERMERCAT COLON 19,PS,COLOM,19,08002,41.37852,2.17979,BARCELONA,Abierto con normalidad,2021-04-21
LES BESSONES,CR,LLULL,422,08019,41.41404,2.21944,BARCELONA,Abierto con normalidad,2021-04-28
"DESTAPA'T",CR,CHAPI,56,08031,41.43165,2.16042,BARCELONA,Abierto con normalidad,2021-04-14
TOMASSO,CR,LONDRES,93,08036,41.39299,2.15013,BARCELONA,Cierre definitivo por Covid,Sin survey
SUPERMARKET OPEN 24H,CR,PELAI,5,08001,41.38584,2.16589,BARCELONA,Abierto con normalidad,2021-04-26
TEATRE GAUDI,CR,SANT ANTONI MARIA CLARET,120,08025,41.40751,2.16938,BARCELONA,Cierre definitivo por Covid,2020-09-18
BAR MANOLO,CR,ROSER,80,08004,41.37174,2.16562,BARCELONA,Abierto con normalidad,2021-04-30
EL REFUGIO DE JOSE,CR,ALMANSA,86,08042,41.44566,2.17369,BARCELONA,Abierto con normalidad,2021-04-27
VALENTINOS,PZ,MARAGALL,12,08027,41.42064,2.18091,BARCELONA,Abierto con normalidad,2021-04-27
ALIMENTACIO PARLAMENT,CR,PARLAMENT,8,08015,41.37561,2.16144,BARCELONA,Abierto con normalidad,2021-03-25
TABO,CR,LLEIDA,15,08004,41.37325,2.15500,BARCELONA,Abierto con normalidad,2021-04-21
BAR CASA MARIA,CR,TANGER,44,08018,41.40020,2.18970,BARCELONA,Abierto con normalidad,2021-04-29
RESTAURANTE CAN LIU,CR,SELVA DE MAR,49,08019,41.40959,2.20811,BARCELONA,Abierto con normalidad,2021-04-28
REGALIZ,CR,SEGRE,18,08030,41.43527,2.19175,BARCELONA,Abierto con normalidad,2021-04-23
BODEGA,CR,NOU BARRIS,11,08042,41.44811,2.17855,BARCELONA,Abierto con normalidad,2021-04-29
BAR TONI,RB,PRIM,224,08020,41.42373,2.20328,BARCELONA,Abierto con normalidad,2021-04-27
BUENOS AIRES GRILL RESTAURANTE,CR,VALENCIA,189,08011,41.38930,2.15873,BARCELONA,Abierto con normalidad,2021-04-26
OLIVIA PLAZA HOTEL,PZ,CATALUNYA,19,08002,41.38639,2.17068,BARCELONA,Abierto con normalidad,2021-04-30
GUZZO,PZ,COMERCIAL,10,08003,41.38524,2.18380,BARCELONA,Cerrado temporalmente por COVID,2021-03-22
BAR PIQUEOS,CR,CORSEGA,655,08026,41.41055,2.17800,BARCELONA,Cierre definitivo por Covid,Sin survey
ARGENTOS,CL,BAILEN,74,08009,41.39564,2.17231,BARCELONA,Abierto con normalidad,2021-04-28
"MANDRI, SUPER.",CL,MANDRI,42,08022,41.40371,2.13331,BARCELONA,Abierto con normalidad,2021-04-28
"L'ENCIS DE LA RAMBLA",RB,BRASIL,57,08028,41.37889,2.12909,BARCELONA,Abierto con normalidad,2021-03-24
SABORES DE PORTUGAL,CL,CARME,95,08001,41.38014,2.16690,BARCELONA,Cierre definitivo por Covid,2020-08-27
TIKI-TAKA,CR,MIGUEL HERNANDEZ,32,08042,41.44425,2.16890,BARCELONA,Cierre definitivo por Covid,Sin survey
BAR CABLE SKY,CL,PAU,12,08019,41.42021,2.21310,BARCELONA,Abierto con normalidad,2020-12-24
BAR NEON,CR,DANTE ALIGHIERI,12,08032,41.42898,2.16158,BARCELONA,Abierto con normalidad,2020-10-14
ASOCIACION HQ BARCELONA,CR,ENRIC GRANADOS,65,08008,41.39116,2.15793,BARCELONA,Abierto con normalidad,2021-04-28
PETIT RAMBLERO,CR,BAILEN,145,08037,41.39972,2.16693,BARCELONA,Cerrado estacional,2020-09-17
CARNICERIA MIL I UNA NIT,CL,SANT MIQUEL,25,08003,41.38043,2.18804,BARCELONA,Abierto con normalidad,2021-04-27
LA TAVERNA,CL,PROVENÇA,25,08029,41.38324,2.14628,BARCELONA,Cierre definitivo por Covid,2021-02-17
BAR TU Y YO 2,CR,MARROC,230,08019,41.41651,2.21141,BARCELONA,Cierre definitivo por Covid,Sin survey
SUPER LLUIS COMPANYS,CR,PORTAL NOU,59,08003,41.38967,2.18095,BARCELONA,Abierto con normalidad,2021-04-27
GRANJA CAMPRODON,CL,GIRALT EL PELLISSER,6,08003,41.38609,2.17945,BARCELONA,Cerrado estacional,2021-01-22
TIENDA COFFEE PARK,CR,LARRARD,57,08024,41.41301,2.15313,BARCELONA,Cerrado estacional,2020-11-17
SHER-E-PUNJAB,CR,MEXIC,17,08004,41.37300,2.14817,BARCELONA,Abierto con normalidad,2021-04-13
TIMESBURG,CR,PUJADES,168,08005,41.40084,2.19956,BARCELONA,Abierto con normalidad,2021-04-26
BAR HONG YUN,CR,CARTELLA,96,08031,41.42858,2.16923,BARCELONA,Abierto con normalidad,2021-03-30
BAR SABORETE,CR,MARINA,91,08018,41.39372,2.18832,BARCELONA,Abierto con normalidad,2021-04-29
TIMBALAT,CL,TRINXANT,142,08041,41.41810,2.18097,BARCELONA,Abierto con normalidad,2021-04-29
BAR PARC CENTRAL,PS,FABRA I PUIG,468,08042,41.43829,2.16566,BARCELONA,Abierto con normalidad,2021-04-27
JARAMA,RDA,GENERAL MITRE,94,08021,41.40026,2.13509,BARCELONA,Abierto con normalidad,2021-04-28
RIYA DONNER KEBAB PIZZERIA,CRT,BORDETA,96,08014,41.37247,2.14197,BARCELONA,Cierre definitivo por Covid,Sin survey
RTE.UGARIT,PS,SANT ANTONI,21,08014,41.37717,2.13716,BARCELONA,Abierto con normalidad,2021-04-30
RUMBANROLL,CR,LA MAQUINISTA,6,08003,41.38055,2.18789,BARCELONA,Abierto con normalidad,2021-04-26
CASANOVAS CITY,CL,VALLMAJOR,33,08021,41.40093,2.13872,BARCELONA,Abierto con normalidad,2020-09-16
CAN RAMONET,CL,LA MAQUINISTA,17,08003,41.38080,2.18893,BARCELONA,Abierto con normalidad,2021-04-27
DE CODE,CL,ARIBAU,97,08036,41.39029,2.15683,BARCELONA,Cerrado estacional,2020-09-14
BAR SMILE,CR,RIBES,11,08013,41.39330,2.18129,BARCELONA,Abierto con normalidad,2021-04-21
MIRALL DELS ENCANTS,CL,CASTILLEJOS,158,08013,41.40098,2.18559,BARCELONA,Abierto con normalidad,2021-04-21
"APAT'S",CR,LLOBET,5,08014,41.37571,2.14198,BARCELONA,Abierto con normalidad,2021-04-26
SUPER MERIDIANA,AV,MERIDIANA,292,08027,41.42214,2.18702,BARCELONA,Abierto con normalidad,2021-04-27
ARMONY,CL,INDUSTRIA,135,08025,41.40849,2.17299,BARCELONA,Cerrado temporalmente por COVID,2021-03-16
SELF SUPERMERCATS,CR,BORI I FONTESTA,12,08021,41.39328,2.13966,BARCELONA,Cierre definitivo por Covid,Sin survey
ALIM.CARNICERIA KASHMIR,CL,JOAQUIN COSTA,48,08001,41.38299,2.16532,BARCELONA,Abierto con normalidad,2021-04-23
BRAVOH CASUAL FOOD,CL,CASTILLEJOS,334,08025,41.41008,2.17367,BARCELONA,Abierto con normalidad,2020-12-01
KING SUPERMERCAT,CL,RAMON TURRO,187,08005,41.39963,2.20257,BARCELONA,Abierto con normalidad,2021-04-28
LA XEMENEIA,CR,BILBAO,35,08005,41.40208,2.20461,BARCELONA,Abierto con normalidad,2021-04-26
THE GUATEQUE BAR,CR,TUSET,36,08006,41.39655,2.15111,BARCELONA,Cerrado estacional,2020-09-14
SUPERMERCADO HNOS.ZAHID,CR,CARRETES,22,08001,41.37809,2.16643,BARCELONA,Abierto con normalidad,2020-08-10
KURZ & GUT MUNTANER,CR,MUNTANER,248,08021,41.39458,2.14882,BARCELONA,Abierto con normalidad,2021-04-28
SUPER DIAMANT,CR,OR,10,08012,41.40395,2.15609,BARCELONA,Abierto con normalidad,2021-04-28
CHILL BAR,CL,PROVENÇA,424,08025,41.40236,2.17167,BARCELONA,Abierto con normalidad,2021-04-20
TANDOORI NIGHTS,CR,CARRETES,44,08001,41.37756,2.16725,BARCELONA,Abierto con normalidad,2021-04-29
MEDUSA,CL,GRAN VIA DE LES CORTS CATALANES,596,08007,41.38662,2.16485,BARCELONA,Cerrado temporalmente por COVID,2021-02-24
FARO DE VIGO,CL,LAFORJA,140,08021,41.39531,2.14339,BARCELONA,Abierto con normalidad,2021-04-29
FOOD GAMES,AV,SARRIA,37,08029,41.39038,2.14445,BARCELONA,Cierre definitivo por Covid,2020-10-13
BAR RESTAURANT RACO ART DEL TEATRO,AV,PARAL.LEL,38,08001,41.37483,2.17257,BARCELONA,Abierto con normalidad,2021-04-22
MADRELIEVITO,CL,MALLORCA,270,08037,41.39478,2.16382,BARCELONA,Abierto con normalidad,2021-04-27
AL TAGLIO BCN,CL,JORDI GIRONA,6,08034,41.38729,2.11289,BARCELONA,Abierto con normalidad,2020-08-03
ESPAI JOVE GARCILASO,CL,GARCILASO,103,08027,41.42269,2.18623,BARCELONA,Abierto con normalidad,2021-04-27
BELLADONA,CL,DIPUTACIO,222,08011,41.38667,2.16211,BARCELONA,Cerrado temporalmente por COVID,2021-03-10
BAR SPORT,CR,DOCTOR PI I MOLIST,81,08031,41.43403,2.17275,BARCELONA,Abierto con normalidad,2021-03-18
YUPILANDIA,CR,SICILIA,160,08013,41.39541,2.18163,BARCELONA,Abierto con normalidad,2021-04-21
A.C.A STRAIT HUNTER CLUB,CL,SANTA MONICA,2,08001,41.37736,2.17528,BARCELONA,Abierto con normalidad,2021-04-28
CAFETÓ,PZ,MERCAT,21,08018,41.40771,2.18907,BARCELONA,Abierto con normalidad,2021-04-28
