nombre,cocina,direccion,rating,num_opiniones,precio
La Botiga - C.C. Arenas,MEDITERRÁNEO,"Gran Via de les Corts Catalanes, 373, 08015, Barcelona",8.4,65,20
Port Vela,MEDITERRÁNEO,"Passeig de Joan de Borbó, 103 (Local 7/8 Puerto Marina Vela), 08039, Barcelona",8.9,923,25
Grand Beirut,LIBANÉS,"Carrer de Josep Anselm Clavé, 9, 08002, Barcelona",8.6,200,15
Krampus,CREPERÍA,"Carrer de Saragossa, 89, 08006, Barcelona",9.5,250,18
Ferrum,MEDITERRÁNEO,"C/ Córcega, 400, 08037, Barcelona",9.2,423,22
Amsterdam Burgers&Beers,AMERICANO,"C/ d'Aragó, 305, 08009, Barcelona",9.1,4,12
La Esquina Brunch&Coffee,INTERNACIONAL,"Carrer de Bergara, 4, 08002, Barcelona",9.2,44,15
BarCeloneta Sangria Bar,€,"Carrer de Sevilla, 70, 08003, Barcelona",0.0,0,20
Patara Bar,MEDITERRÁNEO,"Carrer del Consell de Cent, 190, 08011, Barcelona",8.2,43,15
Barna rules bar,ARGENTINO,"Carrer de Piquer, 41, 08004, Barcelona",8.3,46,15
La cratera,MEDITERRÁNEO,"Carrer de Villarroel, 247, 08036, Barcelona",8.4,287,25
Cubix,ITALIANO,"Carrer de Marià Cubí, 203, 08021, Barcelona",8.2,396,20
Taberna Volapie,ANDALUZ,"Carrer d'Enric Granados, 77, 08008, Barcelona",7.6,78,15
Raó,MEDITERRÁNEO,"Carrer de les Sitges, 3, 08001, Barcelona",9.7,898,35
La Chula Cervecería Mexicana,MEXICANO,"Carrer del Rosselló, 483, 08025, Barcelona",0.0,0,16
Kurz & Gut - Muntaner,EUROPEO,"Carrer de Muntaner, 248, 08021, Barcelona",8.0,52,15
Terrat by Gastón Acurio,AUTOR,"Passeig de Gràcia, 38, 08007, Barcelona",9.1,136,50
Pappapomodoro,€,"Carrer de Josep Pla, 19, 08019, Barcelona",8.2,223,15
La Tagliatella L'illa Diagonal,€,"C/ Deu i Mata, 08014, Barcelona",8.3,508,18
Bun Sichi,JAPONÉS,"Passatge Lluís Pellicer, 20, 08036, Barcelona",9.0,2229,15
Margarita Blue,MEXICANO,"C/ Josep Anselm Clavé, 6, 08002, Barcelona",9.6,245,17
Xavier Pellicer,MEDITERRÁNEO,"Carrer de Provença, 310, 08037, Barcelona",9.3,406,55
El Provisional,MEDITERRÁNEO,"Carrer de Balmes, 66 local 1, 08007, Barcelona",9.4,257,25
Hunan,JAPONÉS,"Carrer de l'Avenir, 74, 08021, Barcelona",8.7,478,14
Viana,ESPAÑOL,"Carrer dels Escudellers, 24, 08002, Barcelona",9.5,190,25
Madame Tapa,ESPAÑOL,"Carrer de Sant Antoni Maria Claret, 157, 08025, Barcelona",9.3,128,18
Osteria da Rudy,Welcome,"Carrer de Muntaner, 113, 08036, Barcelona",9.5,108,20
Támara,MEDITERRÁNEO,"Carrer Muntaner, 178, 08036, Barcelona",8.0,265,12
Made in Sud Trattoria,ITALIANO,"Carrer Nou de la Rambla, 24, 08001, Barcelona",0.0,0,15
Gust pollos & Tacos,EUROPEO,"Passeig de Valldaura, 160, 08042, Barcelona",9.2,20,10
Masa Madre,ÁRABE,"Carrer de la Diputació, 301, 08009, Barcelona",9.4,8,15
La Fitora,MEDITERRÁNEO,"Moll de Gregal, 19, 08005, Barcelona",5.9,4,35
Il Posto de Gràcia,€,"Ramón y Cajal, 114, 08024, Barcelona",0.0,0,20
Marisquería del Port,MEDITERRÁNEO,"Passeig de Joan de Borbó, 67, 08003, Barcelona",0.0,0,30
Bon Marisc,MEDITERRÁNEO,"Passeig de Joan de Borbó, 3, 08003, Barcelona",0.0,0,30
La Cuina,MEDITERRÁNEO,"Carrer de Buenos Aires, 16, 08029, Barcelona",0.0,0,12
Kingsman,MEDITERRÁNEO,"Carrer del Bruc, 20, 08010, Barcelona",8.3,50,40
Cellarer Wine Bar,MEDITERRÁNEO,"Carrer de Mallorca, 211, 08008, Barcelona",9.3,73,28
Tasajo,ASADOR,"Carrer del Torrent de l'Olla, 111, 08012, Barcelona",7.8,25,12
Dr. Zhang,AUTOR,"Carrer de Sepúlveda, 137, 08011, Barcelona",9.2,215,18
Virona 4,INTERNACIONAL,"Carrer del Concili de Trento, 48, 08018, Barcelona",6.5,16,15
Restaurant Volubilis,MARROQUÍ,"Carrer de Tamarit, 151, 08015, Barcelona",9.0,142,22
Jef Coffee & Pizza,€,"Carrer de Sant Antoni Maria Claret, 131, 08025, Barcelona",0.0,0,15
La Soperí,MEDITERRÁNEO,"Carrer del Rosselló, 197, Bajos 2, 08036, Barcelona",9.2,985,25
INS Escola d'Hoteleria i Turisme de Barcelona - Restaurant Pedagògic (Menú Degustació),ESPAÑOL,"Carrer del Pintor Alsamora, 3, 08016, Barcelona",9.5,131,25
Cera 23,MEDITERRÁNEO,"Carrer de la Cera, 23, 08001, Barcelona",9.6,1557,30
Di Como,ITALIANO,"Carrer de Muntaner, 231, 08021, Barcelona",9.6,401,29
Lamun Cuina Thai,TAILANDÉS,"Carrer de Viladomat, 73, 08015, Barcelona",9.2,889,30
El Racó - Rambla,€,"Rambla de Catalunya, 25, 08007, Barcelona",9.2,506,30
Chulapio Cocktails & Crepes,FRANCÉS,"Carrer d'En Botella, 2, 08001, Barcelona",9.3,88,20
Gorria,VASCO,"Carrer de la Diputació, 421, 08013, Barcelona",9.7,236,70
Zona d'Ombra Enoteca,MEDITERRÁNEO,"C/ Salomó Ben Aderet, 12, 08002, Barcelona",8.0,54,15
Polka Bar,ESTE,"Carrer de Cabestany, 7, 08014, Barcelona",9.6,251,18
La Vermuterie,MEDITERRÁNEO,"Carrer de Londres, 103, 08036, Barcelona",8.7,1645,22
La Broqueta,MEDITERRÁNEO,"Rambla del Poblenou, 101, 08005, Barcelona",0.0,0,16
CIVICO 46,ITALIANO,"Carrer de Manso, 46, 08015, Barcelona",9.1,52,25
Tulsi Vegan Restaurant,€,"C. del Consell de Cent, 279, 08011, Barcelona",9.2,41,18
Bronzo Bar e Cucina - Born,ITALIANO,"Carrer del Rec, 60, 08003, Barcelona",9.5,88,25
Sesenta Cuarenta,MEDITERRÁNEO,"Plaça d'Osca, 8, 08014, Barcelona",9.2,38,20
Avocado - Universitat,LATINO,"Carrer de Muntaner, 32, 08011, Barcelona",9.4,220,15
Platerets,MEDITERRÁNEO,"Carrer de Milà i Fontanals, 29, 08012, Barcelona",9.1,521,25
Can Vador L'Illa Diagonal,MEDITERRÁNEO,"Carrer de Déu i Mata, 69, 08029, Barcelona",9.1,461,30
El Racó - Urquinaona,€,"Plaça d'Urquinaona, 7, 08010, Barcelona",9.3,348,18
Ovante,AMERICANO,"Passeig de Fabra i Puig, 95, 08016, Barcelona",9.4,230,18
Les Truites,MEDITERRÁNEO,"Carrer d'Arimon, 22, 08022, Barcelona",9.3,915,20
Chéri,CATALÁN,"Carrer d'Enric Granados, 122, Barcelona, Spain, 08008, Barcelona",8.8,5370,35
The Wild Rover – Irish Sports Bar,INTERNACIONAL,"Carrer de Santa Mònica, 2, 08001, Barcelona",8.2,8,20
Siamo Buona Pizza,Welcome,"Carrer del Comte Borrell, 163, 08015, Barcelona",8.2,83,20
Matsuri Sushi Bar,JAPONÉS,"Plaça del Regomir, 1 (local 1), 08002, Barcelona",8.6,51,30
Ay Caramba!,MEXICANO,"Carrer de Santaló, 85, 08021, Barcelona",7.5,20,25
Burgertime,AMERICANO,"Carrer de Casanova, 9, 08011, Barcelona",9.3,112,7
Las Brasas del Tío Manolo,MEDITERRÁNEO,"Carrer de Veneçuela, 59, 08019, Barcelona",8.0,72,18
Piazza Grande,ITALIANO,"Plaça de Julio González, 10, 08005, Barcelona",0.0,45,15
El Celler del Nou Priorat,MEDITERRÁNEO,"Carrer del Vallespir, 08014, Barcelona",9.3,168,20
Last Monkey,ASIÁTICO,"Carrer del Comte Borrell, 70, 08015, Barcelona",9.2,390,20
Jamón y Vino,MEDITERRÁNEO,"Carrer de Sardenya, 310, 08013, Barcelona",8.8,370,20
Salamanca,MARISQUERÍA,"C/ Almirante Cervera, 34, 08003, Barcelona",9.6,651,65
Casa Amàlia 1950,MEDITERRÁNEO,"Passatge del Mercat, 4, 08009, Barcelona",9.5,557,30
Pau Claris 190,MEDITERRÁNEO,"Pau Claris 190, 08037, Barcelona",9.5,854,40
Lato Café,LATINO,"Carrer del Bruc, 118, 08009, Barcelona",9.5,83,15
Cheers,AMERICANO,"Carrer de la Boqueria, 15, 08002, Barcelona",3.3,3,20
Daijiro Soba,JAPONÉS,"Carrer de Francisco Giner, 6, 08012, Barcelona",0.0,10,35
Barlovento,ESPAÑOL,"Rambla del Poblenou, 21, 08005, Barcelona",8.4,188,20
Els Tres Porquets,MEDITERRÁNEO,"Rambla del Poblenou, 165, 08018, Barcelona",9.3,805,38
Txapeldun Egarri,VASCO,"Passeig de Fabra i Puig, 159, 08016, Barcelona",9.5,520,30
El Chiringuito de Casa Bonay,INTERNACIONAL,"Gran Via de les Corts Catalanes 700, 08010, Barcelona",0.0,0,20
Vintena,EUROPEO,"Carrer de Mandri, 37, 08022, Barcelona",0.0,0,25
Taco Love,MEXICANO,"Carrer de Veneçuela, 3, 08019, Barcelona",0.0,0,15
Fiser,MEDITERRÁNEO,"Carrer de Muntaner, 248, 08021, Barcelona",0.0,0,25
Sinless Healthy Food,YUMS,"Carrer de Balmes, 64, 08007, Barcelona",9.5,3,8
Chevy's Bar,MEDITERRÁNEO,"Carrer Port Esportiu, 26P, 08930, Barcelona",7.8,4,25
Mar - Beach restaurant & bar,MEDITERRÁNEO,"Plaça del Mar, 1, 08003, Barcelona",8.5,102,25
la central hamburgueseria-Laietana,AMERICANO,"Via Laietana, 45, 08003, Barcelona",0.0,0,13
El pati,MEDITERRÁNEO,"Carrer de Tarragona, 106, 08015, Barcelona",0.0,0,20
Port Vell,MEDITERRÁNEO,"Passeig de Joan de Borbó, 20, 08003, Barcelona",9.0,12,25
Come Una Volta,€,"Carrer de Roger de Flor, 246, 08025, Barcelona",0.0,0,20
La colectiva barranco,ESPAÑOL,"Carrer de la Providència, 41, 08024, Barcelona",9.6,22,20
Marles,MEDITERRÁNEO,"Carrer de Fígols, 34, 08028, Barcelona",9.1,244,25
Raizes Barcelona,FUSIÓN,"Carrer de Provença, 357, 08037, Barcelona",9.3,35,15
Yue Lai,CHINO,"Ronda de Sant Pere, 45, 08010, Barcelona",9.2,172,15
Mazah,MEDITERRÁNEO,"Gran Via de les Corts Catalanes, 618, 08007, Barcelona",9.0,526,30
Chester,MEDITERRÁNEO,"Carrer de Raset, 47, 08021, Barcelona",8.9,89,15
Fermentum,€,"Carrer d'Enric Granados, 115, 08008, Barcelona",8.0,586,30
Spark,MEDITERRÁNEO,"Carrer de la Diputació, 329, 08009, Barcelona",9.1,586,20
SAGÀS Pagesos i Cuiners,CATALÁN,"Plaza de Palau, 13, 08003, Barcelona",9.1,244,35
OAXACA Cuina Mexicana,MEXICANO,"Pla de Palau, 19, 08003, Barcelona",9.1,1012,31
NOW - Not Only Wine,MEDITERRÁNEO,"Carrer Hercegovina, 28, 08006, Barcelona",9.1,839,18
Mexcla,MEXICANO,"C/ Ramón y Cajal, 35, 08012, Barcelona",9.1,991,32
La Carmanyola,ARROCERÍA,"Plaza Juli Gonzalez, 3 (local 2), 08005, Barcelona",7.8,87,40
Cal Pinxo Palau de Mar,MEDITERRÁNEO,"Plaça de Pau Vila, 1, 08039, Barcelona",7.8,285,20
Wine Mood,FUSIÓN,"Carrer de Villarroel, 26, 08011, Barcelona",9.4,408,34
Sun Taka,JAPONÉS,"Carrer del Bruc, 146, 08037, Barcelona",9.4,397,20
RESTAURANTE BONA SORT,MEDITERRÁNEO,"Carrer de Girona, 42, 08010, Barcelona",8.6,260,20
La Taula Bohemia,MEDITERRÁNEO,"Carrer violant de Hungría reina de Aragón 167, 08014, Barcelona",9.2,536,25
Gola Taperia,ITALIANO,"Carrer de Tordera, 33, 08012, Barcelona",9.1,3349,"[25, 20, 20, 25, 15, 15, 30, 15, 30, 20, 35, 31, 18, 32, 40, 20, 34, 20, 20, 25]"
Bosàbé - Balmes,MEDITERRÁNEO,"Carrer de Balmes, 44, 08007, Barcelona",0.0,0,12
BENE ASSAI,ITALIANO,"Carrer del Dr. Carulla, 61, 08017, Barcelona",8.1,27,20
Jaleo Barcelona,MEDITERRÁNEO,"Carrer de Tuset, 5 - 11, 08006, Barcelona",7.7,177,30
Sabor Persa,IRANÍ,"Carrer de València, 210, 08011, Barcelona",8.1,116,25
Manso Pizzeria,€,"Carrer de Calàbria, 44, 08015, Barcelona",0.0,0,20
Entre Brases,CREATIVO,"Carrer d'Aribau, 186, 08036, Barcelona",0.0,0,25
El N9u Restaurant,MEDITERRÁNEO,"Camí del Pantà, 2, 08017, Barcelona",7.6,52,20
Bisaura,MEDITERRÁNEO,"Travessera de les Corts, 215, 08028, Barcelona",0.0,0,25
Verde Amore,VEGETARIANO,"Carrer de Galileu, 261, 08028, Barcelona",9.3,34,15
Arnau,CREATIVO,"Carrer de Sant Pau, 9, 08001, Barcelona",0.0,0,30
Malumore - Cocina honesta,ITALIANO,"Carrer de Salvà, 22, 08004, Barcelona",9.5,21,30
Un Lugar Lounge & Resto Bar,FUSIÓN,"Carrer de la Riera de Sant Miquel, 70, 08006, Barcelona",0.0,0,14
Molinet Cafe Antic,ALEMÁN,"Carrer d'Elkano, 69, 08004, Barcelona",9.3,40,10
La Tapa del Triomf,ESPAÑOL,"Passeig de Lluís Companys, 8, 08018, Barcelona",0.0,0,12
La Taverna del Poblenou by Chef Reina,MEDITERRÁNEO,"Carrer de Llull, 147, 08005, Barcelona",9.3,404,22
Manbok,COREANO,"Carrer d'Ausiàs Marc, 77, 08013, Barcelona",9.1,330,18
Pacífic Fusió,ESPAÑOL,"Avinguda Diagonal, 42, 08019, Barcelona",9.2,18,15
Momo,MEDITERRÁNEO,"Carrer d'Avinyó, 39, 08002, Barcelona",0.0,0,20
Cachaca,ITALIANO,"Carrer d'Ataülf, 5, 08002, Barcelona",9.5,2802,25
La Traviata by Eboca Restaurant,ITALIANO,"C/ Sabino de Arana 22-24- Hotel Catalonia Rigoletto, 08028, Barcelona",8.7,276,20
Don Giovanni - Hotel NH Constanza,INSIDER,"C/ Deu i Mata, 69-99, 08029, Barcelona",0.0,0,30
La Tramoia,CATALÁN,"Rambla Catalunya 15, 08007, Barcelona",6.5,484,25
Notorious Jazz Café,ESPAÑOL,"Carrer de Felipe de Paz, 8, 08028, Barcelona",0.0,0,26
La Folie American Experience,AMERICANO,"Carrer de Sant Antoni Maria Claret, 514, 08027, Barcelona",9.2,19,25
Boa-Bao,ASIÁTICO,"Plaça del Dr. Letamendi, 1, 08007, Barcelona",9.2,417,25
Echegaray,ESPAÑOL,"Carrer de Marià Aguiló, 65, 08005, Barcelona",9.1,100,20
La Biga,Welcome,"Carrer del Clot, 137, 08026, Barcelona",0.0,0,20
Dual Café,MEDITERRÁNEO,"Carrer del Comte Borrell, 65, 08015, Barcelona",9.3,84,16
El Cercle,MEDITERRÁNEO,"Carrer dels Arcs, 5, 08002, Barcelona",8.1,609,40
PORK... boig per tu,MEDITERRÁNEO,"Carrer del Consolat de Mar, 15, 08003, Barcelona",9.3,230,25
La Gavina,MEDITERRÁNEO,"Plaça Pau Vila, 1, 08039, Barcelona",8.1,291,40
Aula Restaurant - CETT,CATALÁN,"Avenida de Can Marcet, 36 08035 Barcelona, 08035, Barcelona",9.8,77,26
Shôko Barcelona Restaurant & Lounge,FUSIÓN,"Paseo Marítimo de la Barceloneta, 36, 08003, Barcelona",9.2,405,35
Escairon,GALLEGO,"C/ Fontrodona, 5, 08004, Barcelona",8.4,159,23
La Pizzarra,Welcome,"Rambla del Raval, 13, 08001, Barcelona",0.0,0,18
Restaurant cafeteria Sancho,ESPAÑOL,"Carrer de Sancho de Ávila, 7, 08018, Barcelona",0.0,0,15
Bar Central,YUMS,"Carrer d'Elisabets, 6, 08001, Barcelona",0.0,0,15
La Nonna Delia,MEDITERRÁNEO,"Carrer de Padilla, 307, 08025, Barcelona",9.2,44,20
Ramen house,JAPONÉS,"Carrer d'Aribau, 174, 08036, Barcelona",8.7,305,20
Taverna Oníric,CATALÁN,"Carrer de la Indústria, 79, 08025, Barcelona",9.0,183,30
Wela Barbacoa,CHINO,"Carrer de Calàbria, 110, 08015, Barcelona",0.0,0,25
Marcelino 1968,MEDITERRÁNEO,"Plaça del Sol, 2, 08012, Barcelona",9.0,496,14
Portal de la Pau,MEDITERRÁNEO,"Plaça Portal de la pau, 4, 08002, Barcelona",7.8,184,20
Down Town BCN,MEDITERRÁNEO,"Carrer de n'Amargós, 13, 08002, Barcelona",0.0,0,18
Informal by Marc Gascons - The Serras Hotel Barcelona,MEDITERRÁNEO,"Passeig de Colom, 9, 08002, Barcelona",9.0,1520,50
Sasha Bar - It`s Not a Mexican Bar !,FUSIÓN,"Carrer de Margarit, 18, 08004, Barcelona",9.5,1712,20
Gut,Welcome,"Carrer del Perill, 13, 08012, Barcelona",9.5,928,25
Muntaner 296,ESPAÑOL,"C/ Muntaner, 296, 08021, Barcelona",7.7,46,20
Estimar Barcelona,MEDITERRÁNEO,"Carrer de Sant Antoni dels Sombrerers, 3, 08003, Barcelona",9.3,365,80
Costa Azul,LATINO,"Carrer de Balmes, 220, 08006, Barcelona",7.6,9,12
La tarantula de Sants,MEXICANO,"Carrer de Valladolid, 40, 08014, Barcelona",9.3,77,20
Takenori Mito Daruma,AUTOR,"Carrer de Villarroel, 237, 08036, Barcelona",9.3,93,30
La Villa Sants,€,"Passeig de Sant Antoni, 15, Barcelona, Spain, 08014, Barcelona",9.2,605,15
Masedy Restaurante Lounge Cockteleria,MEDITERRÁNEO,"Avenida Madrid, 171, 08028, Barcelona",0.0,0,20
L'Aliança del Poble Nou,MEDITERRÁNEO,"Rambla del Poblenou, 42, 08005, Barcelona",8.9,31,18
Doi Chang Thai,TAILANDÉS,"Carrer de Jaume Roig, 8, 08028, Barcelona",4.9,7,16
Spicy - Taberna Oriental,ASIÁTICO,"Carrer del Comte Borrell, 41, 08015, Barcelona",9.5,97,20
Monsieur Bistró,FRANCÉS,"Plaça Carme Monturiol, 2, 08026, Barcelona",9.3,25,20
Chevere restobar peruvian food,PERUANO,"Carrer dels Templers, 6, 08002, Barcelona",7.3,43,22
El Bonic,MEDITERRÁNEO,"Carrer de València, 246, 08007, Barcelona",8.9,268,35
YourSushi,JAPONÉS,"Av. de Josep Tarradellas, 157, 08029, Barcelona",7.4,116,20
Mozzafiato,ITALIANO,"Passeig de Fabra i Puig, 266, 08031, Barcelona",9.5,98,25
La Casa de les Lletres,MEDITERRÁNEO,"Plaça d'Antonio López, 6, 08002, Barcelona",9.3,29,20
El Xalet de Montjuïc,MEDITERRÁNEO,"Avinguda Miramar, 31, 08038, Barcelona",9.0,758,45
Abanik Bar,MEDITERRÁNEO,"Carrer de Calàbria, 209, 08029, Barcelona",9.5,305,15
Tapería Princesa,ESPAÑOL,"C/ Princesa, 20, 08003, Barcelona",7.8,390,15
Paco Alcalde,ARROCERÍA,"Emília Llorca Martín, 12, 08003, Barcelona",8.8,588,25
Sherry,ESPAÑOL,"Carrer del Taquígraf Garriga, 183, 08029, Barcelona",0.0,0,10
Jamón Jamón - Diagonal,MEDITERRÁNEO,"Avinguda Diagonal, 145, 08018, Barcelona",0.0,0,14
Mucho Pizzeria,INSIDER,"Carrer de Marià Cubí, 201, 08021, Barcelona",9.4,242,15
Start India,INDIO,"Carrer de Fluvià, 84, 08019, Barcelona",0.0,0,15
Raibow Ramen & Grill,JAPONÉS,"Carrer de la Diputació, 168, 08011, Barcelona",0.0,0,15
Majlis Gastronòmic,ÁRABE,"Carrer de València, 363, 08009, Barcelona",9.6,5,17
Puzzles,AMERICANO,"Carrer de la Marina, 228, 08013, Barcelona",8.8,170,15
Goja Rooftop Experience - Hotel Renaissance Barcelona,MEDITERRÁNEO,"Carrer de Pau Claris, 122, 08009, Barcelona",8.9,81,30
La Terrasseta del Lesseps,MEDITERRÁNEO,"Carrer de Ballester, 77, 08023, Barcelona",8.1,303,14
Sushiraku,AUTOR,"Carrer de Londres, 84, 08036, Barcelona",9.1,310,30
Mastico,MEDITERRÁNEO,"Moliné 1, 08006, Barcelona",9.1,1003,27
1881 per SAGARDI,MEDITERRÁNEO,"Plaça de Pau Vila, 3, 08003, Barcelona",9.1,683,50
Els Mosqueters,CATALÁN,"Carrer de Casanova, 138, 08036, Barcelona",0.0,0,25
El limonero peruano,PERUANO,"Carrer d'Alexandre Galí, 32, 08027, Barcelona",0.0,0,25
Som.Y,MEDITERRÁNEO,"Plaça d'Osca, 5, 08014, Barcelona",0.0,0,10
Rumbo Bar & Eatery,INTERNACIONAL,"Carrer de Pau Claris, 122, 08009, Barcelona",0.0,0,34
Voramar,MEDITERRÁNEO,"Passeig de Joan de Borbó, 72-73, 08003, Barcelona",6.7,47,40
Rooftop Ohla Barcelona,INTERNACIONAL,"Via Laietana, 49, 08003, Barcelona",8.1,17,50
La Cova d'Horta,MEDITERRÁNEO,"Horta, 211, 08032, Barcelona",0.0,0,18
Te quiero verde,VEGETARIANO,"Carrer del Rosselló, 235, 08008, Barcelona",9.3,14,14
Denassus,MEDITERRÁNEO,"Carrer de Blai, 53, 08004, Barcelona",9.0,36,30
Mussol - Pedralbes,CATALÁN,"Avinguda Diagonal, 611, 08028, Barcelona",8.6,487,20
Yakumanka by Gastón Acurio,PERUANO,"Carrer de València, 207, 08007, Barcelona",9.5,2209,40
Pappa Sven,INTERNACIONAL,"C/ Villarroel, 22, 08011, Barcelona",9.5,1055,30
Thai Gracia,TAILANDÉS,"C/ Còrsega, 381, 08037, Barcelona",9.1,911,25
Capitan K10,AMERICANO,"Carrer de Padilla, 323, 08025, Barcelona",0.0,0,20
The Academy-Dry Martini,MEDITERRÁNEO,"Carrer d'Aribau, 162, 08036, Barcelona",0.0,0,40
Evo - Oficina Gastronómica,MEDITERRÁNEO,"Carrer d'Aribau, 47, 08011, Barcelona",0.0,0,25
Hawa Bladi,LIBANÉS,"Carrer dels Madrazo, 96, 08021, Barcelona",0.0,0,20
Tiago la pizza,ITALIANO,"Carrer de València, 156, 08011, Barcelona",0.0,0,20
Tejada Mar,MEDITERRÁNEO,"Passeig del Mare Nostrum, 19, 08039, Barcelona",8.5,74,35
Haha,JAPONÉS,"Carrer de París, 175, 08036, Barcelona",0.0,0,30
Bodega Vidrios y Cristales,MEDITERRÁNEO,"Passeig d'Isabel II, 6, 08003, Barcelona",9.7,7,20
IRATI Taverna Basca,VASCO,"Carrer del Cardenal Casañas, 17, 08002, Barcelona",9.4,149,40
Euskal Etxea Taberna,VASCO,"Placeta de Montcada, 1-3, 08003, Barcelona",9.0,94,35
Filomena Gastrobar,MEDITERRÁNEO,"Carrer d´aldana, 8, 08015, Barcelona",9.4,204,18
Antúnez,MEDITERRÁNEO,"Carrer de Neptú, 18, 08006, Barcelona",9.3,679,26
Bristol Gastropub,CREATIVO,"Carrer de Roger de Flor, 220, 08013, Barcelona",9.4,93,15
Dionisos Born,GRIEGO,"Av. Marqués de l’Argentera 27, 08003, Barcelona",9.3,1361,18
Mishima,JAPONÉS,"Carrer del Dr. Fleming, 25, 08017, Barcelona",9.2,447,30
Panqa,PERUANO,"CALLE SEPULVEDA 76 BAJOS, 08015, Barcelona",9.0,482,25
Amaya,VASCO,"La Rambla, 20, 08002, Barcelona",9.6,237,35
L'Amfora,MEDITERRÁNEO,"Av. del Paraŀlel, 184, 08015, Barcelona",9.0,676,20
El Dorado Chicken,PERUANO,"Carrer de Balmes, 122, 08008 Barcelona, 08008, Barcelona",9.8,6,20
Pizzeria Napoletana Core e Passiòn,ITALIANO,"Avinguda del Paral·lel, 131, 08004, Barcelona",9.3,17,16
La Forquilla Restaurant,MEDITERRÁNEO,"Carrer d'Aragó, 152, 08011, Barcelona",9.6,6,40
El Furacu,ASTURIANO,"Girona 52, 08009, Barcelona",9.0,28,30
Bodega Monumental - Marina,MEDITERRÁNEO,"Marina, 183, 08013, Barcelona",9.1,30,25
San Marino 1,€,"Ciutat, 12, 08002, Barcelona",9.2,15,15
Timesburg Plaça Eivissa,AMERICANO,"Plaça d'Eivissa, 11, 08032, Barcelona",8.5,11,12
Creperie Bretonne,FRANCÉS,"Carrer de Balmes, 274, 08006, Barcelona",9.3,14,20
THE YARD,Welcome,"Carrer del Bruc, 46, 08010, Barcelona",9.8,22,14
Cresta Colorada,MEXICANO,"Carrer de Còrsega, 244, 08036, Barcelona",9.3,256,17
Robador Raval District,CATALÁN,"Carrer d´en Robador 18, 08001, Barcelona",7.4,104,31
Raco de maladeta,JAPONÉS,"Carrer de la Maladeta, 1, 08016, Barcelona",0.0,0,20
Restaurante Matatabi,JAPONÉS,"Carrer de Calàbria, 274, 08029, Barcelona",9.5,69,25
Casa de Sam,VIETNAMITA,"Carrer de Calàbria,234, 08029, Barcelona",9.1,25,12
Citizen Café,MEDITERRÁNEO,"Plaça Urquinaona, 4, 08010, Barcelona",9.5,62,12
Casa de Sam,VIETNAMITA,"Carrer de Calàbria,234, 08029, Barcelona",9.1,25,12
Citizen Café,MEDITERRÁNEO,"Plaça Urquinaona, 4, 08010, Barcelona",9.5,62,12
Happy Rock Bar & Grill,Welcome,"Gran Vía de les Corts Catalanes, 373-385, 08015, Barcelona",8.5,111,28
Café Pagés,MEDITERRÁNEO,"C/ Torrent de l'Olla, 27, 08012, Barcelona",8.5,643,14
La Tagliatella Diagonal Mar,€,"Avenida Diagonal, 3, 08019, Barcelona",8.9,535,18
Caliu de Gràcia,MEDITERRÁNEO,"C/ de Bailèn, 218, 08037, Barcelona",9.0,81,30
Leana,LIBANÉS,"Carrer de la Marina, 141, 08013, Barcelona",0.0,0,24
Copeta,MEDITERRÁNEO,"Carrer Aragó, 459, Barcelona, Spain, 08013, Barcelona",0.0,0,25
rey de istanbul tallers,TURCO,"Carrer dels Tallers, 6, 08001, Barcelona",0.0,0,12
Can Borbó,MEDITERRÁNEO,"Passeig de Joan de Borbó, 50, 08003, Barcelona",5.0,102,40
Debutis,CATALÁN,"Carrer de Balmes, 79, 08007, Barcelona",9.5,35,12
That's Amore,ITALIANO,"Carrer de Benavent, 23, 08028, Barcelona",9.3,112,20
Chinese Garden,CHINO,"Carrer d'Aragó, 287, 08009, Barcelona",9.2,430,18
HopTown,ARGENTINO,"Carrer de Sicília, 181, 08013, Barcelona",0.0,0,15
Yuga Sushi,JAPONÉS,"Carrer de Tarragona, 96, 08015, Barcelona",0.0,0,20
Zaza - Cuina i Vi,MEDITERRÁNEO,"Carrer del Poeta Cabanyes, 43, 08004, Barcelona",0.0,0,30
65 Degrees Barcelona,FUSIÓN,"Carrer del Davant del Portal Nou, 3, 08003, Barcelona",9.1,62,20
Restaurante Malasaña . BCN,MEDITERRÁNEO,"Av. de Mistral, 20, 08015, Barcelona",9.6,12,18
La Pruna,MEDITERRÁNEO,"Carrer de Calàbria, 64, 08015, Barcelona",8.5,401,20
Casa Palet - Laforja,MEDITERRÁNEO,"Carrer de Laforja, 9B, 08006, Barcelona",9.4,305,35
Vivant,INTERNACIONAL,"C/ Consell de Cent, 394 (Bailén / Pg.St.Joan), 08009, Barcelona",9.2,1505,25
Ciutat Istanbul Gràcia,TURCO,"Carrer d'Astúries, 9, 08012, Barcelona",0.0,0,12
Rey de Istanbul Hospital,TURCO,"Carrer de l'Hospital, 49, 08001, Barcelona",0.0,0,12
El Tiet Vermuteria & Cocteleria & Tapas,FUSIÓN,"Carrer de Neopàtria, 43, 08030, Barcelona",9.4,4,20
Señor Piña Terraza Gótico,INSIDER,"Carrer de la Boqueria, 23, 08002, Barcelona",9.0,517,15
